rank,employer,proxy_score,selection_bucket,corporate_subtype,public_subtype,city_location,website,sources,source_count,it_relevance_score,scale_institutional_proxy,data_confidence_score,penalty,employer_group_key,selection_reason,caveats,review_status
455,Baxter AG,59.7,Industrial / deep tech,,,Canton of Zurich; Thurgauerstrasse 130 8152 Glattpark-Opfikon,https://www.baxter.ch/,scienceindustries; Swiss Medtech,2,58,45,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
456,Borer Chemie AG,59.7,Industrial / deep tech,,,Canton of Solothurn; Gewerbestrasse 13 4528 Zuchwil,https://www.borer.ch/,scienceindustries; Swiss Medtech,2,58,45,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
457,COMSOL Multiphysics GmbH,59.7,Industrial / deep tech,,,Canton of Zurich,https://www.comsol.ch/,Swiss Medtech; Swissphotonics,2,64,35,86,0,,"High-tech directories: Swiss Medtech, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
458,FEMTOprint SA,59.7,Industrial / deep tech,,,Canton of Ticino,https://www.femtoprint.ch/,Swiss Medtech; Swissphotonics,2,64,35,86,0,,"High-tech directories: Swiss Medtech, Swissphotonics; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
459,Galderma SA,59.7,Industrial / deep tech,,,Canton of Zug; Zählerweg 10 6300 Zug,https://www.galderma.com/switzerland,scienceindustries; Swiss Medtech,2,58,45,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
460,Geistlich Pharma AG,59.7,Industrial / deep tech,,,Bahnhofstrasse 40 6110 Wolhusen; Canton of Lucerne,https://www.geistlich-pharma.com/de,scienceindustries; Swiss Medtech,2,58,45,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
461,Institut Straumann AG,59.7,Industrial / deep tech,,,Canton of Basel-City; Peter Merian-Weg 12 4052 Basel,https://www.straumann.ch/,scienceindustries; Swiss Medtech,2,58,45,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
462,Verfora AG,59.7,Industrial / deep tech,,,Canton of Freiburg; Route de Moncor 12 1752 Villars-sur-Glâne 1,https://www.verfora.ch/,scienceindustries; Swiss Medtech,2,58,45,86,0,,"High-tech directories: Swiss Medtech, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
463,Everllence Schweiz AG,59.2,Industrial / deep tech,,,Zürich,https://www.everllence.com,swisscleantech; Swissmem,2,55.6,44,91,0,,"High-tech directories: Swissmem, swisscleantech; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
464,ALTEN Switzerland AG,59,Industrial / deep tech,,,Canton of Zug; Zug,https://www.alten.ch/,Swiss Medtech; swisscleantech,2,57.6,40,91,0,,"High-tech directories: Swiss Medtech, swisscleantech; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
465,Adams Schweiz AG,58.7,Industrial / deep tech,,,Serneus,https://www.adams-armaturen.ch,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
466,ADM International Sàrl,58.7,Industrial / deep tech,,,"A One Business Center, La Pièce 3 1180 Rolle",https://www.pancosma.com,scienceindustries; Swiss Biotech Association,2,53,50,86,0,,"High-tech directories: Swiss Biotech Association, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
467,BERNINA International AG,58.7,Industrial / deep tech,,,Steckborn,https://www.bernina.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
468,BIG DAISHOWA Switzerland AG,58.7,Industrial / deep tech,,,Rümlang,https://www.bigdaishowa.eu,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
469,DKSH Schweiz AG,58.7,Industrial / deep tech,,,Wiesenstrasse 8 8034 Zürich,https://www.dksh.com,scienceindustries; Swiss Biotech Association,2,53,50,86,0,,"High-tech directories: Swiss Biotech Association, scienceindustries; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
470,Feintool International Holding AG,58.7,Industrial / deep tech,,,Lyss,http://www.feintool.com/,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
471,FlexLink Switzerland GmbH,58.7,Industrial / deep tech,,,Wollerau,https://www.flexlink.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
472,Flowserve SIHI (Schweiz) GmbH,58.7,Industrial / deep tech,,,Schaffhausen,https://www.sterlingsihi.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
473,Heidenhain (Schweiz) AG,58.7,Industrial / deep tech,,,Schwerzenbach,https://www.heidenhain.ch,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
474,Mikron Switzerland AG,58.7,Industrial / deep tech,,,Boudry; Langenthal,https://www.mikron.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
475,RHI Magnesita Switzerland AG,58.7,Industrial / deep tech,,,Hünenberg; Pfäffikon SZ,https://www.rhimagnesita.com/de/interstop/,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
476,Rommelag Engineering Switzerland AG,58.7,Industrial / deep tech,,,Buchs AG; Reitnau,https://www.rommelag.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
477,SFS Group Schweiz AG,58.7,Industrial / deep tech,,,Heerbrugg,https://www.sfs.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
478,SMC Schweiz AG,58.7,Industrial / deep tech,,,Weisslingen,https://www.smc.ch,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
479,United Machining Sales Switzerland SA,58.7,Industrial / deep tech,,,Losone,https://www.gfms.com,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
480,WIKA Schweiz AG,58.7,Industrial / deep tech,,,Hitzkirch,https://www.wika.ch,Swissmechanic; Swissmem,2,54.6,44,91,0,,"High-tech directories: Swissmechanic, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
481,ALSTOM Schweiz AG,58.6,Industrial / deep tech,,,Zürich,https://www.alstom.com,Swissmem; Swissrail,2,56.4,44,86,0,,"High-tech directories: Swissmem, Swissrail; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
482,Knorr-Bremse Rail Systems Schweiz AG,58.6,Industrial / deep tech,,,Wallisellen,https://www.knorr-bremse.ch,Swissmem; Swissrail,2,56.4,44,86,0,,"High-tech directories: Swissmem, Swissrail; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
483,Linxon Switzerland Ltd,58.6,Industrial / deep tech,,,Baden,https://www.linxon.com,Swissmem; Swissrail,2,56.4,44,86,0,,"High-tech directories: Swissmem, Swissrail; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
484,Vogel Communications Group AG,58.5,Industrial / deep tech,,,Canton of Zurich; Thalwil,https://www.vogel-communications.ch/,Swiss Medtech; Swissmechanic,2,56.6,40,91,0,,"High-tech directories: Swiss Medtech, Swissmechanic; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
485,Walter (Schweiz) AG,58.5,Industrial / deep tech,,,Canton of Solothurn; Solothurn,https://www.walter-tools.com/,Swiss Medtech; Swissmechanic,2,56.6,40,91,0,,"High-tech directories: Swiss Medtech, Swissmechanic; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
486,Eurofins BioPharma Product Testing Switzerland AG,58.4,Industrial / deep tech,,,Canton of Solothurn,https://www.eurofins.ch/,Swiss Biotech Association; Swiss Medtech,2,58.4,40,86,0,,"High-tech directories: Swiss Biotech Association, Swiss Medtech; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
487,FRONIUS Schweiz AG,58.4,Industrial / deep tech,,,Rümlang,https://www.fronius.com,Swissmem; Swissolar,2,54,44,91,0,,"High-tech directories: Swissmem, Swissolar; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
488,GS1 Schweiz,58.4,Industrial / deep tech,,,Canton of Bern,https://www.gs1.ch/,Swiss Medtech; Swissrail,2,58.4,40,86,0,,"High-tech directories: Swiss Medtech, Swissrail; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
489,Aartech GmbH,58.3,Industrial / deep tech,,,Canton of Aargau; Kleindöttingen,https://www.aartech.ch/,Swiss Medtech; Swissmem,2,58.8,39,86,0,,"High-tech directories: Swiss Medtech, Swissmem; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
